ID,Vessel Type,Average Speed,Top Speed,Laden,X Position,Y Position,Vessel Age,Year of Construction,Beaufort Wind Scale,Crew Size,Hours To Arrival
1529936,Bulk carrier,11.553684891707091,16.63538870986093,False,-419.2404220115809,443.98411499458007,4,2020,1,268,37.49
173523,Container ship,15.664369188175973,20.746073006329812,True,-384.0972804522404,-817.6801954809516,55,1969,9,92,81.79
1511696,Container ship,14.786470149379229,19.868173967533068,False,-237.0851525888453,545.4677507246847,21,2003,5,225,33.76
4043974,Oil tanker,7.5302386009452,12.611942419099037,True,-266.37115175530073,175.56893355652483,33,1991,9,200,57.96
1208210,Bulk carrier,11.269169213702884,16.35087303185672,True,-737.3484643920888,979.0104558093828,17,2007,5,146,149.23
1699803,Oil tanker,6.78919623906048,11.870900057214318,False,-791.5903826285003,840.2619766378571,12,2012,0,115,103.36
790799,Oil tanker,8.225402057299933,13.307105875453772,True,-788.9143068836227,-57.28673126451952,23,2001,2,52,126.48
311019,Container ship,,21.124927268984806,True,-707.1330289701527,395.3729885084854,8,2016,2,52,58.22
2592130,Oil tanker,8.137173475462404,13.218877293616242,True,-276.72399522063097,759.2508194573372,15,2009,6,134,255.27
2559021,Container ship,15.043645323956254,20.125349142110093,False,-463.2591319777389,417.08250353170797,34,1990,10,178,36.58
438401,Oil tanker,8.046174516251057,13.127878334404894,True,-969.3310070136367,-615.2613607087203,60,1964,3,219,159.12
2605164,Container ship,,19.890991097636412,False,-185.97940264749673,427.85536075599566,23,2001,3,175,30.83
3550827,Oil tanker,9.010709215654249,14.092413033808086,False,-444.6009342339487,903.476498428578,13,2011,8,97,85.45
1691148,Oil tanker,8.728813151948186,13.810516970102025,False,-137.24873602498087,-843.0252235025246,17,2007,2,49,65.28
1508959,Oil tanker,7.9213901164952905,13.00309393464913,True,-759.2331277992088,-94.70556267317193,58,1966,1,37,174.33
1589218,Bulk carrier,11.885246438675168,16.966950256829005,True,-945.1646828588662,-416.266547153179,14,2010,5,118,110.72
1833496,Bulk carrier,10.679513511402426,15.761217329556263,True,-560.8070962008469,756.1634425661248,9,2015,7,197,124.91
1533851,Bulk carrier,11.617180066455015,16.698883884608854,True,-977.3191995862737,-45.9734466464123,14,2010,8,91,149.05
1362542,Bulk carrier,12.691597213349397,17.773301031503234,False,-157.13770345755484,17.105883579455735,52,1972,0,267,10.01
4009028,Container ship,16.049269484298588,21.130973302452425,False,-150.34141553903078,-330.74790665672003,27,1997,11,253,24.73
1301352,Oil tanker,8.94211910572509,14.023822923878928,False,-747.0107398603952,-721.3706290254734,13,2011,1,261,94.93
1449655,Oil tanker,7.550256099636899,12.631959917790738,False,-382.94357672666604,762.289907191129,48,1976,5,213,82.39
1630705,Container ship,14.183148685550279,19.264852503704116,False,-663.7039298546745,-991.6547557289625,48,1976,11,74,86.63
584090,Bulk carrier,11.277856838230102,16.35956065638394,False,-465.4210534934243,994.0550535482323,32,1992,8,301,73.05
2068291,Oil tanker,9.806390256219274,14.888094074373111,True,-712.0226801333604,-70.02092612078957,39,1985,11,250,102.94
2618447,Bulk carrier,11.449523414603457,16.531227232757296,True,-180.68720147508247,995.9538583100739,3,2021,2,177,92.72
1811260,Container ship,15.880867970656917,20.962571788810756,False,-677.4545180611201,-290.23336265111527,21,2003,8,212,38.5
3099924,Container ship,16.303930219300163,21.385634037454,False,-633.117566646599,-639.2867521643188,28,1996,8,291,47.38
3170907,Container ship,14.152834216471957,19.234538034625796,False,-705.3811612818411,235.8841794833304,6,2018,2,137,51.65
4016095,Container ship,14.95472205785721,20.036425876011048,True,-848.1772473583986,957.4718443052366,60,1964,7,203,127.11
209404,Oil tanker,7.017654630011178,12.099358448165017,False,-682.9000360585524,334.46512860615326,8,2016,12,225,148.72
573486,Bulk carrier,12.154101029296406,17.235804847450243,True,-355.2623440290473,-936.7707178383704,26,1998,0,97,89.56
971904,Bulk carrier,11.005986522201644,16.087690340355483,True,-929.470878116636,-531.9305767442912,31,1993,11,145,169.74
289003,Container ship,14.12501204373372,19.20671586188756,False,-445.8042081012894,473.0783352456408,19,2005,0,266,44.95
2675354,Container ship,17.12328171517744,22.20498553333128,True,-530.9808340953837,-466.13560832530516,30,1994,2,40,42.82
188784,Bulk carrier,10.706317898866702,15.788021717020541,True,-567.8842742852314,-2.6830761688147504,35,1989,11,224,103.36
234738,Oil tanker,9.24115158169211,14.322855399845949,False,-151.23000136316045,595.0826095122716,50,1974,4,116,44.7
2019099,Container ship,14.718775955986859,19.800479774140697,False,-935.2256984922127,397.30119107104383,52,1972,2,316,67.13
1240105,Oil tanker,7.552232306590266,12.633936124744103,False,-406.2238899026536,-20.14786120040401,18,2006,9,46,45.8
955643,Container ship,15.255931079717412,20.33763489787125,True,-289.98367066413743,-468.4955386818974,35,1989,8,106,38.88
2382025,Container ship,16.36002451094785,21.441728329101686,False,-234.79908266391396,304.36375939338063,22,2002,4,130,18.21
3237175,Oil tanker,9.23422450290203,14.315928321055868,False,-959.5671250167162,856.7665164924413,14,2010,3,114,121.44
2175340,Container ship,14.940154748806568,20.021858566960407,True,-636.0830209917137,-312.74135551293034,14,2010,7,328,53.49
2677415,Container ship,13.91923164716815,19.000935465321987,True,-913.6216283080134,251.6757067197941,54,1970,0,96,91.64
405710,Bulk carrier,11.148464712027387,16.230168530181224,True,-679.1745396613683,187.2132324308152,41,1983,3,311,74.4
2139569,Oil tanker,9.692238244926818,14.773942063080657,False,-731.3234132865402,-462.0568119296953,52,1972,2,105,63.47
1883543,Oil tanker,8.293692264312883,13.375396082466722,True,-229.345866522738,495.14532076763226,56,1968,7,171,147.4
2835001,Bulk carrier,12.298704724946363,17.380408543100202,False,-629.5890696428369,-437.47544224420824,1,2023,10,161,64.98
3347499,Container ship,14.760382553471239,19.842086371625076,False,-815.8039199278688,820.638150819749,-13,2037,3,303,62.86
1683270,Container ship,13.381209368884457,18.462913187038296,False,-265.23737650870873,987.4160573064717,50,1974,10,323,60.08
1305196,Container ship,15.959484448369654,21.04118826652349,True,-377.2787041484082,882.1952508351649,2,2022,2,161,60.94
775759,Container ship,16.35593432011646,21.437638138270298,False,-362.73910333791196,-865.5583961685287,6,2018,12,219,113.81
2296197,Oil tanker,6.957263987945097,12.038967806098935,True,-301.100913291231,188.55751673462032,1,2023,8,102,60.81
1170721,Oil tanker,7.987299608731022,13.06900342688486,False,-232.48445617653272,80.09314322452406,54,1970,5,249,19.1
2860829,Bulk carrier,11.258557241477085,16.340261059630922,False,-318.3774414993827,108.9331558236313,57,1967,1,47,23.62
3445255,Oil tanker,7.695367782477265,12.777071600631103,False,-247.42379058289305,338.09715390554516,25,1999,5,218,53.58
470045,Container ship,16.352349351701786,21.434053169855623,True,-670.5495660018449,-71.20667519085953,2,2022,12,329,83.18
1236999,Container ship,15.134613221576943,20.216317039730782,False,-262.1811143150451,-760.2362171039565,58,1966,8,204,42.14
1880839,Oil tanker,8.490940267041768,13.572644085195606,False,-978.9519172999811,85.24565179972069,39,1985,6,77,81.87
1854739,Oil tanker,9.911386966906717,14.993090785060556,False,-268.0861626635898,626.9052603416492,17,2007,4,324,50.42
3066837,Oil tanker,7.4635915361886775,12.545295354342516,True,-552.9046981088673,-322.34224499275683,34,1990,7,142,214.82
1502413,Container ship,15.634672177972218,20.716375996126057,True,-572.8785548959811,-580.7830019922977,39,1985,6,139,53.28
1814068,Container ship,15.366471133286145,20.448174951439984,True,-647.6947413329287,-714.9647012334246,28,1996,8,136,83.81
2910462,Container ship,15.250956186016921,20.33266000417076,False,-405.3342711077538,-513.3161046432464,24,2000,1,49,37.54
2843173,Container ship,15.776839003110029,20.858542821263867,False,-239.9347445322211,592.7548949350455,21,2003,11,230,39.38
1586867,Container ship,14.420248065465307,19.501951883619146,True,-504.5225952469234,896.2895382639933,31,1993,10,67,86.93
3113320,Oil tanker,7.414694513202199,12.496398331356037,False,,-18.49895880623899,51,1973,8,202,116.81
3122061,Oil tanker,9.129995915449877,14.211699733603716,False,-413.249933426309,-941.1435650176245,12,2012,1,33,75.29
3858509,Oil tanker,8.142476201308261,13.2241800194621,False,-735.5793248715045,333.3391145379078,5,2019,8,131,89.49
226682,Oil tanker,8.781158524210204,13.862862342364043,True,-535.2943813165248,469.4211795844319,49,1975,3,225,97.84
793706,Bulk carrier,9.980802774420873,15.06250659257471,True,-885.5082314690213,799.4290328702527,29,1995,12,31,323.93
2978904,Oil tanker,7.698664436268877,12.780368254422715,False,-684.4171807123457,-746.8300659426202,31,1993,1,150,101.24
824000,Oil tanker,6.924118432855409,12.005822251009247,True,-727.3954069258864,393.5019800655823,5,2019,12,107,429.93
2806651,Oil tanker,8.427268404143652,13.50897222229749,True,-410.41056842345483,382.4656404992743,23,2001,5,321,80.71
2282118,Oil tanker,9.389352108825344,14.471055926979183,False,-566.6969944842283,-732.0035892882368,34,1990,5,239,75.99
1810947,Bulk carrier,11.07394762362171,16.155651441775547,True,-147.48651720334078,-906.8656274955372,13,2011,2,328,93.04
190013,Container ship,13.338217852690084,18.419921670843923,True,-976.1213399233629,923.9310290344806,40,1984,11,44,165.23
2298391,Oil tanker,8.662395197511612,13.744099015665451,True,-357.8299581446861,-634.1185278521531,59,1965,11,302,243.48
2067867,Bulk carrier,11.499927057173718,16.581630875327555,False,-509.0600862404911,3.9400362918336214,34,1990,6,329,30.79
681062,Bulk carrier,11.57764514761839,16.659348965772228,True,-892.8398468034395,144.9366550741206,22,2002,6,289,86.68
1809728,Oil tanker,8.845543739888043,13.92724755804188,True,-384.6099123071739,148.18888379201098,52,1972,11,81,112.66
2011856,Container ship,16.024623505391975,21.106327323545813,False,-407.3693024002953,640.0292833628853,49,1975,9,271,40.92
2977298,Oil tanker,9.31152845264459,14.393232270798428,True,-712.1039897428309,644.9764914567295,30,1994,6,250,122.42
3333129,Container ship,14.916316272051333,19.99802009020517,True,-939.3756687996969,-223.14688330836316,19,2005,2,158,66.52
3054415,Container ship,15.560012914563245,20.641716732717082,True,-603.5879710601612,-527.9148672330334,12,2012,11,74,73.5
3322579,Oil tanker,8.318624267661534,13.40032808581537,False,-214.13700196058028,647.0451117228129,44,1980,0,175,75.04
2547874,Container ship,14.019095984249034,19.10079980240287,False,-224.82239749680707,943.7422596038798,7,2017,5,130,64.83
1554772,Container ship,14.760020873792921,19.84172469194676,False,-735.2868214679058,211.67230854431114,6,2018,0,33,41.87
1223268,Container ship,15.746293446285966,20.827997264439805,False,-272.84932649438645,-805.1864103327435,49,1975,4,150,49.77
605133,Bulk carrier,11.576817977907046,16.658521796060885,True,-412.5236110311056,121.05636494866076,8,2016,11,102,60.71
3789190,Container ship,16.012009938552833,21.09371375670667,False,-678.5701147413109,847.2136242158117,21,2003,7,309,53.87
2178470,Oil tanker,8.693965145914628,13.775668964068466,True,-592.3520096778303,-611.5525702805555,26,1998,4,54,222.76
3936368,Bulk carrier,,16.38648458322747,False,-123.10917388726045,-692.8926002340328,17,2007,3,229,44.7
1264100,Oil tanker,7.824410642907355,12.906114461061193,False,-792.8585363143438,428.09387600733385,14,2010,10,26,92.32
2237556,Oil tanker,8.755102547022727,13.836806365176564,False,-736.8085345166647,-140.70368813017285,16,2008,5,143,58.6
646418,Oil tanker,9.846613638574494,14.928317456728333,True,-336.3917899426036,-69.70458456228016,14,2010,9,86,68.09
1412819,Bulk carrier,10.74732170111659,15.829025519270427,False,-596.9285880961196,-843.843754879872,56,1968,4,96,65.92
395873,Oil tanker,8.403529587447311,13.48523340560115,True,-884.3796406716576,713.5629135509132,18,2006,10,50,219.36
1506529,Oil tanker,8.997162369513338,14.078866187667177,False,-133.69806588558208,-441.1296661033508,23,2001,4,169,36.03
2972813,Oil tanker,9.928055010221964,15.009758828375801,False,-718.8728288545427,540.8984389327586,37,1987,4,91,68.77
367467,Container ship,14.478316507089048,19.560020325242885,True,-407.0064169846038,-56.07175547231407,16,2008,11,113,36.19
964190,Bulk carrier,11.66484756926847,16.746551387422308,True,-984.5439818640496,-258.23995091178233,14,2010,2,303,138.63
2052559,Bulk carrier,11.410314660982403,16.49201847913624,True,-205.69925763334152,574.3670941262037,34,1990,11,76,88.47
2424462,Oil tanker,9.102392250825588,14.184096068979425,False,-414.28784209857383,299.17938639298495,32,1992,10,85,56.38
3792115,Container ship,15.610982559709282,20.69268637786312,True,-510.1005266251483,-96.82857295550559,27,1997,9,294,46.04
3962015,Oil tanker,9.438062388138801,14.51976620629264,False,-743.7398533441893,-535.8959167492063,1,2023,3,178,64.68
2351530,Bulk carrier,12.351871914215272,17.43357573236911,False,-347.13922617485605,869.9880460705836,9,2015,3,157,67.13
91713,Bulk carrier,12.249144813506327,17.330848631660164,True,-261.77566547896924,-654.9543190323859,6,2018,0,308,71.07
667247,Container ship,14.692550155079854,19.77425397323369,False,-725.2922232382214,-851.2862577379699,26,1998,4,194,75.93
958865,Bulk carrier,10.914332030623717,15.996035848777556,True,-387.1976131162671,214.5530708181734,38,1986,2,119,46.82
1123644,Container ship,15.048780047079038,20.130483865232875,True,-179.66221320668706,233.76620133242568,18,2006,12,94,44.95
3253063,Container ship,14.903752608974502,19.98545642712834,False,-505.18054458272314,-993.8041780904157,34,1990,8,61,73.4
2877221,Oil tanker,8.361824773128232,13.443528591282071,False,-312.95983039842486,872.8647885950545,56,1968,7,98,83.3
3308940,Oil tanker,7.7089247638092315,12.79062858196307,False,-672.4746295956398,633.9714886658599,6,2018,6,277,75.44
2335207,Container ship,15.282488508187654,20.36419232634149,False,-156.7146246845548,634.6140106324751,45,1979,7,261,36.99
1687429,Bulk carrier,10.871611913745177,15.953315731899014,False,-247.94648715453206,305.8766462614715,56,1968,0,212,31.49
2522239,Container ship,14.318439752917191,19.40014357107103,False,-682.4789245744028,228.37979315057123,14,2010,11,68,51.93
2198099,Container ship,14.170507171885678,19.252210990039515,False,-492.220582732505,315.06366751679207,22,2002,1,89,37.24
1712295,Bulk carrier,10.121217992324839,15.202921810478678,True,-565.2816759975494,-309.11960229791305,12,2012,0,252,80.58
1985701,Container ship,16.01974988669153,21.10145370484537,False,-989.3759581205163,-920.3102690178475,25,1999,5,186,68.04
2920649,Container ship,15.759834229626897,20.841538047780734,False,-525.2399973338129,79.55056514002285,51,1973,1,286,27.9
376100,Container ship,14.529069504241757,19.610773322395595,False,-507.08787507045525,-571.1823776147713,54,1970,12,275,86.84
3102874,Container ship,15.543856649445507,20.625560467599346,True,-751.4254360688374,-672.5917469600497,49,1975,11,207,89.58
1162480,Bulk carrier,10.581157540282542,15.66286135843638,True,-619.9356726336736,-531.9723819326632,31,1993,4,91,93.7
1370855,Container ship,15.878461580309773,20.960165398463612,True,-714.9473402461135,936.892802325649,19,2005,4,211,74.52
3344613,Container ship,14.553933068612968,19.635636886766807,False,-866.4102099607112,629.8477047493609,57,1967,0,196,58.91
1623416,Oil tanker,9.215794539730899,14.297498357884738,False,-145.9395933216838,841.7210045007987,20,2004,0,74,81.48
3910068,Oil tanker,8.639133633806434,13.720837451960271,True,-309.0737404914088,665.8914808202469,13,2011,7,111,113.93
14819,Oil tanker,8.666313293919943,13.748017112073782,True,-568.4336553738594,-43.71544831064455,52,1972,2,162,100.85
658637,Container ship,15.580843386008347,20.662547204162184,True,-962.5898795919247,-102.8248223952877,57,1967,9,286,87.68
2862721,Oil tanker,7.101833113446139,12.183536931599978,True,-427.5178237000821,5.47293133659025,59,1965,8,181,109.26
3866911,Bulk carrier,10.251422285727116,15.333126103880954,False,-471.59817104852186,245.5197436529088,2,2022,2,261,39.66
2288835,Oil tanker,8.743714643606884,13.825418461760723,False,-380.190438459491,26.669676887654077,29,1995,12,93,62.01
2289046,Bulk carrier,11.29388271895663,16.37558653711047,False,-348.79275834434475,888.5920404428421,56,1968,8,235,75.46
2554969,Container ship,15.091809361057932,20.17351317921177,True,-365.7376782860897,472.2470020801027,13,2011,1,311,40.75
2555425,Bulk carrier,11.836089715439066,16.917793533592903,False,-351.85963825971976,-318.7125638059671,42,1982,1,24,33.32
4028492,Container ship,15.248612905715065,20.330316723868904,True,-382.7209244115961,-563.814120397506,10,2014,3,172,57.03
1038004,Bulk carrier,13.194220232951075,18.275924051104912,True,-167.01683767918496,-442.36648011306,8,2016,9,202,43.6
3435895,Oil tanker,8.59648030964136,13.678184127795198,False,-123.53469557777953,-683.0035883197011,59,1965,0,161,74.5
1838002,Container ship,15.46137141142322,20.54307522957706,True,-100.937556784928,488.30936708449076,8,2016,7,114,39.07
282953,Oil tanker,8.30979772235791,13.391501540511747,True,-463.3392689510946,936.9772741654192,58,1966,0,329,154.74
3175173,Bulk carrier,9.67511686016578,14.756820678319617,False,-131.21276715874671,181.44488495157952,54,1970,1,280,19.61
2928435,Oil tanker,9.307555200209054,14.389259018362893,True,-186.53017255548582,219.711975043635,26,1998,9,80,40.25
1042126,Oil tanker,8.445345929056964,13.527049747210803,True,-730.2675853338446,723.8753049713275,4,2020,12,329,494.85
2731428,Bulk carrier,12.611349085171462,17.6930529033253,True,-480.67307421409646,228.9822602142808,10,2014,3,122,61.49
2327801,Bulk carrier,11.362421272580889,16.444125090734726,True,-839.7836961260343,-112.72815322055862,38,1986,4,184,85.27
564254,Oil tanker,8.582523136121537,13.664226954275374,False,-889.8221695889865,937.7553148860504,32,1992,8,51,97.26
1072202,Bulk carrier,10.785975642132543,15.867679460286382,True,-782.3061506375607,882.4949160149215,56,1968,0,69,128.64
2543724,Oil tanker,8.929018689379753,14.01072250753359,True,-912.6895522973215,-904.3397803752517,38,1986,3,317,246.32
2691872,Container ship,14.636852373841156,19.718556191994995,False,-759.6807482068582,998.6702413050289,48,1976,6,30,72.11
733783,Container ship,14.694447548752201,19.77615136690604,False,-520.9928498273371,-797.8204673874853,37,1987,3,84,60.61
1780212,Oil tanker,8.391257550774249,13.472961368928086,True,-364.7581618186705,-896.0576619483116,21,2003,4,49,231.67
2087329,Bulk carrier,10.277267529622895,15.358971347776734,False,-944.7459118925152,84.67513554559423,12,2012,7,203,65.41
3976411,Container ship,16.070576759249228,21.152280577403065,False,-832.3785116852193,-304.20051588277545,54,1970,11,116,54.2
2156207,Bulk carrier,11.787599738458972,16.86930355661281,True,-250.72310352698446,-601.547798267069,9,2015,12,90,146.09
637072,Container ship,15.481673097249638,20.563376915403477,True,-167.09330279843357,-757.8646209459747,54,1970,6,317,63.37
3859,Bulk carrier,11.602973139287633,16.68467695744147,True,-691.906344808388,629.2839140965186,52,1972,12,99,176.67
657831,Oil tanker,9.135237441324328,14.216941259478165,True,-625.7042980468127,-905.4240888150114,47,1977,12,48,401.76
3070512,Oil tanker,8.721708992137472,13.80341281029131,False,-715.2739849488732,291.7072534679603,17,2007,8,227,61.63
3698062,Oil tanker,8.402296424582907,13.484000242736744,False,-653.929039118307,253.26152967038206,45,1979,8,39,74.96
3715,Container ship,15.492038275538093,20.57374209369193,True,-288.84912992619684,582.4708005451123,51,1973,8,132,53.72
856501,Oil tanker,8.490175370178035,13.571879188331874,False,-265.02271584688367,383.7257947479043,7,2017,12,114,84.34
3360122,Oil tanker,8.343241565984505,13.424945384138343,True,-591.4298772316889,-160.1181591513987,3,2021,1,150,112.1
2448013,Bulk carrier,10.015260733054431,15.09696455120827,True,-782.3257213274287,-948.421942943108,47,1977,4,121,133.68
2156045,Oil tanker,7.607299069752035,12.689002887905872,False,-939.7381514633453,342.5709692548378,4,2020,10,58,110.62
3759783,Oil tanker,8.751761283006989,13.833465101160826,False,-704.4692606159749,-433.58791578792363,14,2010,5,309,73.39
2877165,Container ship,14.68957197303563,19.771275791189467,False,-959.4096537651452,331.06164837020697,4,2020,2,67,67.83
252387,Bulk carrier,10.508552435856158,15.590256254009997,True,-175.47682556658742,984.3984364405358,20,2004,8,201,101.7
3567700,Container ship,14.94579522476882,20.02749904292266,True,-333.8616455955563,842.1730558090758,60,1964,4,156,67.32
11789,Oil tanker,7.9242017689338615,13.0059055870877,True,-460.31566695479455,597.0287465099518,20,2004,2,111,95.93
3266194,Oil tanker,9.107255552876254,14.18895937103009,True,-361.761130638659,198.22588883067783,21,2003,2,296,59.12
1253093,Oil tanker,8.87459674292077,13.95630056107461,False,-631.8979402930254,704.8078632354247,58,1966,8,216,99.37
1314424,Bulk carrier,10.744621333003598,15.826325151157437,True,-764.8917438917775,-631.9986043289092,59,1965,2,133,151.25
616417,Bulk carrier,10.864889554963087,15.946593373116926,True,-255.68801147259808,270.017886411928,26,1998,5,138,51.24
2927588,Container ship,14.907884178297131,19.989587996450968,False,-524.3109436402199,-745.7791768645736,33,1991,11,108,71.64
1079655,Bulk carrier,9.66430858006609,14.746012398219928,False,-854.3873734623603,170.17992024502223,39,1985,8,218,71.07
2743021,Container ship,15.191365973895172,20.27306979204901,True,-342.1588611363935,-715.238645885359,38,1986,3,244,62.25
1776348,Oil tanker,9.074345565871553,14.15604938402539,True,-177.44022319013015,-8.591956717972607,56,1968,1,328,22.14
3859843,Container ship,14.72155786693803,19.80326168509187,False,-479.90820550159356,-363.4887537157945,24,2000,1,260,37.86
612913,Oil tanker,7.69080947686818,12.77251329502202,True,-842.2164324692438,179.51252726697476,23,2001,11,215,242.67
1133147,Bulk carrier,11.326481458446164,16.4081852766,True,-693.816943893003,-812.415664991113,18,2006,3,270,120.59
53570,Oil tanker,7.672158845166999,12.753862663320838,True,-237.85712569417842,843.1187798676226,39,1985,4,280,181.28
3029228,Oil tanker,7.26899245769328,12.350696275847117,True,-809.813900476418,-741.9554885460182,30,1994,12,117,384.16
3944121,Container ship,14.237849118695717,19.319552936849554,True,-895.5539617790423,-963.5515285489442,54,1970,9,320,123.45
2866006,Oil tanker,8.345426717907332,13.42713053606117,False,-140.73358882124967,77.72488918897011,12,2012,12,58,29.11
3535117,Oil tanker,7.524261823527574,12.605965641681411,False,-278.3153748340676,298.19949885676874,13,2011,9,139,54.97
3950909,Oil tanker,8.527373692792747,13.609077510946584,False,-987.5883809978415,-291.3177001106917,41,1983,9,180,86.15
3816731,Oil tanker,8.639330393855875,13.721034212009712,True,-614.4534451962612,559.9738107938256,9,2015,1,146,141.0
4002838,Oil tanker,8.740030795383138,13.821734613536975,True,-576.1801878164092,-742.8027786367043,32,1992,8,188,210.14
1777168,Bulk carrier,11.01478279803359,16.096486616187427,True,-521.2053381401402,868.4203582546018,48,1976,1,179,151.73
3408228,Container ship,14.788560543557953,19.87026436171179,False,-276.705250285656,649.622488760561,4,2020,4,194,42.13
126699,Container ship,13.318228019724247,18.399931837878086,False,-158.68212336185832,-996.5692786679122,42,1982,12,225,111.11
2681080,Bulk carrier,11.097682981607578,16.179386799761417,True,-322.04490861499755,430.96979434907917,26,1998,8,242,52.5
3621054,Container ship,16.50605626809059,21.587760086244426,True,-959.5371116870139,-432.71325834997754,17,2007,6,162,80.56
1216194,Container ship,14.90371103217806,19.9854148503319,True,-125.17982667034141,-876.1449932887559,20,2004,4,71,67.64
3451989,Bulk carrier,11.120121621196985,16.201825439350824,True,-433.9242477089689,-645.0379114117031,33,1991,9,281,87.81
245263,Oil tanker,8.787326860318565,13.869030678472402,True,-573.7179844333762,961.3125515238537,43,1981,9,288,144.58
1527022,Bulk carrier,11.864957221594361,16.9466610397482,False,-857.3154598172558,637.2993014356034,35,1989,11,156,97.54
2337972,Bulk carrier,11.203643141430133,16.285346959583972,True,-235.68416144354933,285.14120931328125,38,1986,5,238,40.19
1237084,Container ship,13.603984123094722,18.68568794124856,False,-653.2427541417605,690.9537808773689,10,2014,6,289,61.75
526241,Container ship,15.472227870610114,20.553931688763953,True,-657.5040528679841,-221.88136155948325,34,1990,8,156,51.42
3025093,Container ship,14.392732776086724,19.47443659424056,True,-855.2965854421174,-189.26421303411928,26,1998,10,87,84.99
1156997,Container ship,15.874045221034557,20.955749039188394,True,-763.9309139153544,474.53718686496404,8,2016,6,98,65.18
1273427,Oil tanker,8.60789033231144,13.689594150465279,False,-392.94709759132945,-672.428769245254,43,1981,4,258,59.83
2221146,Oil tanker,9.227912090226505,14.309615908380344,True,-316.64130220723666,-298.3882185443143,53,1971,8,155,67.12
3566407,Container ship,13.984490007637643,19.06619382579148,False,-740.9982367503826,276.57437958386527,29,1995,9,46,45.36
1286382,Oil tanker,7.596657311766667,12.678361129920505,False,-472.2448347978344,365.6656077935045,30,1994,11,265,74.32
3036540,Oil tanker,7.755117628896882,12.83682144705072,False,-678.6903689309734,-677.8079250002287,34,1990,1,90,75.41
856987,Bulk carrier,9.993812553084135,15.075516371237974,True,-136.29906459224378,-557.1564679246603,34,1990,9,85,62.58
3372316,Bulk carrier,10.999409645297568,16.081113463451405,False,-891.2650027263696,-825.3300984721408,28,1996,12,307,201.06
1817062,Oil tanker,8.748299731833248,13.830003549987087,False,-516.3755448189779,-936.7696789935555,37,1987,4,168,119.39
820052,Container ship,15.593336974613184,20.67504079276702,True,-698.8141881541067,-492.8275316698427,22,2002,7,84,55.09
2038264,Container ship,14.270610569089005,19.352314387242842,True,-748.0091314036629,-561.6730969282942,55,1969,12,97,177.68
711801,Container ship,15.119561516968457,20.201265335122294,False,-392.4491531807679,-822.0061646143618,36,1988,12,296,97.22
2931739,Container ship,15.604880542268756,20.686584360422593,True,-713.574254653942,-890.2285405069446,8,2016,10,240,112.49
2167818,Container ship,14.447849316178637,19.529553134332474,True,-699.2436128604987,-931.5325658137273,5,2019,1,31,90.83
2112912,Oil tanker,8.71625469674786,13.797958514901698,False,-847.6188343334386,-981.1645518440534,7,2017,10,157,154.14
2539680,Oil tanker,7.765661389619235,12.847365207773073,False,-501.98608995714585,-112.59153204962001,4,2020,10,109,66.11
3472560,Bulk carrier,9.596324680993014,14.678028499146851,False,-813.533661855694,501.94974554166834,57,1967,0,126,70.75
2687409,Oil tanker,9.721967433211303,14.803671251365142,True,-878.5416719316429,-352.4389682433682,10,2014,10,79,162.98
1563601,Container ship,14.965585846147109,20.047289664300948,True,-935.4278760990443,-915.4319633632422,50,1974,11,295,161.43
3509863,Oil tanker,9.797509007544209,14.879212825698048,True,-871.6998121073982,-265.5753825968417,9,2015,11,115,219.4
3799959,Bulk carrier,10.775588110150588,15.857291928304427,True,-198.92924361426378,-478.7304392514351,1,2023,8,326,65.16
1367986,Oil tanker,8.71489000941981,13.796593827573648,False,-910.9336162855595,757.6871293782931,55,1969,1,256,111.68
1409639,Bulk carrier,12.325809136033598,17.407512954187435,False,-561.3267013124664,663.9851618032567,16,2008,3,106,49.95
3466838,Bulk carrier,10.492931933170802,15.574635751324639,False,-478.43671277357225,306.20241930311545,24,2000,12,115,86.34
1250532,Oil tanker,9.840680758321973,14.92238457647581,False,-859.2426899845476,739.9190395719913,6,2018,7,51,114.61
2349586,Bulk carrier,11.776797247001683,16.858501065155522,False,-269.4494410001638,-223.45447439321367,51,1973,0,45,25.34
433317,Container ship,13.542041585532706,18.623745403686545,True,-853.949456582875,173.32394354715393,19,2005,11,183,95.79
1346533,Bulk carrier,12.257937243225625,17.339641061379464,True,-731.3560465028227,-105.52996501259202,16,2008,0,175,71.63
381157,Bulk carrier,12.136672249529111,17.21837606768295,False,-918.5488686858771,426.6567319249775,33,1991,12,38,163.7
2116952,Container ship,14.053872910681667,19.135576728835506,False,-472.8616197921507,-750.5274077153255,14,2010,7,148,58.58
735686,Container ship,15.112514124314467,20.194217942468306,False,-202.76089684031865,771.64073430688,27,1997,10,88,55.86
632910,Oil tanker,7.650968875305246,12.732672693459083,True,-380.6017025853612,-190.5471892829371,34,1990,1,283,108.46
229053,Oil tanker,8.007277778654126,13.088981596807965,False,-554.3140954670915,217.67415636269425,15,2009,3,293,56.24
1045730,Oil tanker,8.97879252600545,14.060496344159287,True,-707.4206318059944,919.741594058961,47,1977,4,183,207.05
2240952,Bulk carrier,10.316186621536168,15.397890439690006,True,-614.8522791878484,71.36228542118965,19,2005,10,257,103.39
